uuid,content,label,article_type,source_type,pre_post_GPT,dataset_source,text_length
f124fa0c-4866-4657-b0e5-d4c277c98744,Please take a minute to look at today’s Coronavirus update. Trying to dispel a lot of the myths out there. These are the TRUTHS and what we do know. https://t.co/8q5U2omnPZ,fake,twitter post,human,pre-GPT,x-Gen,37
b564c396-56db-499f-b7eb-0d9acb435a02,"""@SeanSean252: @WayneDupreeShow @Rockprincess818 @CheriJacobus    https://t.co/5GUwhhtvyN""",fake,twitter post,human,pre-GPT,x-Gen,14
424677fa-693d-49dd-a8f6-0176baed763f,Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America. Today Nancy Pelosi closed Congress because she doesn’t care about American Workers!,fake,twitter post,human,pre-GPT,x-Gen,35
b13e9528-ad9c-4b29-8f59-03892f4636e9,"Given my military experience, Donald Trump does not have the temperament to command our military or our nuclear arsenal.",fake,twitter post,human,pre-GPT,x-Gen,21
9e1d8966-8dab-4a0f-bafc-554a32b2eff9,"NEW AD FROM APP PAC: @JoeBiden says he supports sex changes for kids. Should eight-year-olds really be subjected to dangerous, life-altering medical procedures? 

That's going way too far. https://t.co/QPQq9zXskP",fake,twitter post,human,pre-GPT,x-Gen,38
6e8e0611-2e4c-45a6-bb22-ff18fcd8b293,oops...I made a mistake on @ThisWeekABC - meant to say Kerry talked to Turkey/Qatar ABOUT Hamas in Paris,fake,twitter post,human,pre-GPT,x-Gen,21
956dfba4-c916-48a5-87d1-0677ad4a1fc4,"Thanks to President Trump and Republican policies middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans, the U.S. Census reported Wednesday! #WVGOP https://t.co/bNtp9GQn9i",real,twitter post,human,pre-GPT,x-Gen,38
13137367-433e-4f5f-8263-e25b4f8b4815,The average family premium has increased by 29% under Obama! http://t.co/2H8kZ8ZzNV #Obamacosts,real,twitter post,human,pre-GPT,x-Gen,17
d1ce67af-d047-416f-9e93-5bd6b19298f6,"UPDATE - I have transcript from court reporter. This is what Tory Lanez's atty said: 

""We are in the process of actually retaining an expert with respect to DNA. It is our hope that we will be able to review &amp; confirm the LAPD’s analysis, which from our standpoint was favorable""",fake,twitter post,human,pre-GPT,x-Gen,62
d415a2a6-5d6d-48fd-9f6e-24cd84413826,"Democrats have accomplished a lot in just 2 months:

❌ Higher gas prices
❌ Biden's border crisis
❌ 1 Million energy jobs destroyed

And they’re just getting started. https://t.co/8gUGmL0QFL",fake,twitter post,human,pre-GPT,x-Gen,36
4ad113db-3815-4e2f-a6bf-86b623337508,"The CDC website shows the number of tests for coronavirus in the US have gone down in the past few days. VP Pence says the numbers ""may not be complete because we don't necessarily collect today all the information from state laboratories about the tests that are being done."" https://t.co/KQMJWTkkln",fake,twitter post,human,pre-GPT,x-Gen,57
a85f05b8-c4b5-4f46-a125-f2ea3c3feaa9,"We stand by our ad and its content 100%. While it is clear that Sen. Peters supports Medicare-for-All, the issue being debated now is whether that means eliminating private health insurance, and indeed it does. Michiganders deserve to know the truth. (1)
https://t.co/fbVKPAwZ4v",fake,twitter post,human,pre-GPT,x-Gen,53
bbbf6ed5-4996-4fec-9c62-908db0ee9b1d,It's always a good day to be reminded that I got where I am because a great education was available for $50 a semester at the University of Houston (go Cougars!). We need to cancel student debt and make college free for everyone who wants it. https://t.co/fHasLm0j9P,real,twitter post,human,pre-GPT,x-Gen,56
3f5143d8-5a19-4219-a96a-c272c36c1441,"""I would do press events in May and I would never be asked about coronavirus,'' claims @GovRonDeSantis. We've transcribed everyone one of these press events. He was asked about #COVID19-related issues at EVERY press event.",fake,twitter post,human,pre-GPT,x-Gen,44
dfdb56bb-96a0-455d-bb88-f4c89fa987d5,Wrong! Tweet was public notice to leakers that all Sr Adm officials are helping to end illegal leaks. @Reince45 https://t.co/AB0reseuX1,fake,twitter post,human,pre-GPT,x-Gen,25
1e60b26d-ad4b-4500-8f13-ad8d2eb37ab3,"One major reason I support Bernie is his consistency when things are hard.

Not only does Bernie reject corporate money in 2020, he’s also never taken corporate lobbyist money in his *entire political career.*

He is a real one. And in politics, that is nearly impossible to find. https://t.co/GQba01HnEa",fake,twitter post,human,pre-GPT,x-Gen,61
672ec9ea-786e-49eb-b119-cefd26e09b1f,"WATCH: @DashaBurns asks Pennsylvania GOP Senate primary candidate Kathy Barnette about past Islamophobic tweets amid surge in polls. #MTPDaily

@Kathy4Truth: ""I don't think that's me. I would never have said that."" https://t.co/RjMhgVtuTJ",fake,twitter post,human,pre-GPT,x-Gen,46
92863b02-efe1-48d4-bfe5-96e6d462dfb1,"REPORTER: Why don't you have the FBI investigate Blasey Ford's sexual assault allegations against Kavanaugh?

TRUMP: They don't really do that.

REPORTER: The FBI would if you asked them to!

TRUMP: Well, the senators should do it. https://t.co/004uK8dsKX",fake,twitter post,human,pre-GPT,x-Gen,52
8c7029e4-80ba-4700-8ac3-f0d36a2f7329,Senate Democrats just voted against legislation to prevent the killing of newborn infant children. The Democrat position on abortion is now so extreme that they don’t mind executing babies AFTER birth....,fake,twitter post,human,pre-GPT,x-Gen,35
ed72c6db-d538-4313-bea6-defd89d83b36,"This David Perdue quote in a Breitbart story from yesterday is literally entirely false. 

The story's about how he thinks the polls are totally wrong and he's not down by 30 points. But the constant lying about elections might have something to do with that, too. #gapol https://t.co/OmmgN6Wnyr",fake,twitter post,human,pre-GPT,x-Gen,57
54d546aa-cb40-46cf-b5f1-574e5a9e7bc0,As I stated at the press conference on Friday regarding David Duke- I disavow. https://t.co/OIXFKPUlz2,fake,twitter post,human,pre-GPT,x-Gen,18
b6d0ce10-17ff-47e1-b5e2-2da991f0a3e0,"FACT: Cory Booker has accepted over $400,000 from the pharmaceutical industry during his political career. https://t.co/1HUfFVBGVU",real,twitter post,human,pre-GPT,x-Gen,21
86dcdac5-536e-48ed-a5e7-ca0d4cde9e07,"Just for the record, the Biden Administration IS separating children and parents, and building trailer park cages to hold those children.   Where is the outrage from the left. We will interpret your silence as confirmation you never actually cared about kids ‘in cages.’ @AOC https://t.co/gHFse4ZGfX",fake,twitter post,human,pre-GPT,x-Gen,54
3eef153c-de7a-48f1-ab68-cd9278b12880,"Report: Obamacare could raise ins premiums by 200%. It's the ""A-Ford-able Care Act"" - your insurance costs as much as a new Explorer. #tcot",fake,twitter post,human,pre-GPT,x-Gen,32
e569de0d-dcfa-4dd0-bfe0-366f2f723703,"Our state’s No.1 ranking for business has transformed hundreds of thousands of Georgians’ lives.

Just like when she supported the #MLB boycott, Stacey Abrams’ reckless &amp; condescending comments continue to harm the state she claims to want to govern.
#gapol https://t.co/F1D0pfizn5",fake,twitter post,human,pre-GPT,x-Gen,54
5a3b93df-be23-4067-961e-0e21b9cb4f92,"Rep Ramthun just attempted to pass an Assembly resolution to recall WI’s presidential electors. 

Not only is it illegal, it’s just plain unconstitutional. 

As chair of the Rules Committee, there is ZERO chance I will advance this illegal resolution. #EndofStory",fake,twitter post,human,pre-GPT,x-Gen,50
d3d24630-7ac1-42d7-960b-194621490d36,Just a shark swimming on the streets in Houston 😳 http://t.co/PWfaZfHixw,fake,twitter post,human,pre-GPT,x-Gen,13
bb77678e-6e35-4c90-879f-8fb3de9e5072,"Thanks to President Trump and Republicans over the past year through July, U.S. manufacturing added 327,000 jobs, the most of any 12-month period since April 1995, when the figure added a healthy 345,000 positions. https://t.co/ilNhBoBzED #WVGOP",real,twitter post,human,pre-GPT,x-Gen,43
997ab1ea-06c7-4bf0-b5f2-3a2ac2f5b3ef,Here's @DonaldJTrumpJr amplifying the claim without checking its veracity. 12K retweets on his and 11K on the one he's quoting. Yikes. https://t.co/ORkVwxfPr3,fake,twitter post,human,pre-GPT,x-Gen,30
cf0d04f4-5ab4-44b4-ac62-170cd3947108,".@RepSeanDuffy: 'If we don't get health care done, you don't get tax reform. That simple."" https://t.co/07oD6b6IZI",real,twitter post,human,pre-GPT,x-Gen,27
7736129b-bf0e-4e87-a664-4f47beaba2d5,"DC's Hotel Harrington, a popular spot for Proud Boys, says it'll be closed on Jan 6 — the same day as a last-ditch MAGA rally to stop Congress from counting electoral votes. Angry Trump supporters who lost room reservations are fuming on The Donald. https://t.co/Q2rEMlVsjY",fake,twitter post,human,pre-GPT,x-Gen,53
7da78ac8-9622-4c60-9aea-0a5c70a61d92,"There is no reason for the U.S. Consumer to pay the Tariffs, which take effect on China today. This has been proven recently when only 4 points were paid by the U.S., 21 points by China because China subsidizes product to such a large degree. Also, the Tariffs can be.....",fake,twitter post,human,pre-GPT,x-Gen,56
cca2de25-6005-478b-a204-f225b77d059e,@westseattleblog  some aerial shots from the #westseattleprotest #Seattle https://t.co/FipKCq0oum,fake,twitter post,human,pre-GPT,x-Gen,14
b854db60-53af-43f9-834c-d9af1b40948c,"Can I be blunt? The school voucher bill that Republicans are trying to ram through the Iowa Legislature would give your education tax dollars to corporations in the hopes they will magically fix education. 

They tried it before with privatizing Medicaid. It doesn't work.",real,twitter post,human,pre-GPT,x-Gen,49
24c4cd11-3cc7-4439-a74a-24b60b999954,Unreal! Taxpayers pay for roughly 45% of all births in Wisconsin! And 60% of the births in Milwaukee!!! No wonder we're broke.,real,twitter post,human,pre-GPT,x-Gen,31
ebdc624d-564b-4737-88e3-5e61331b95ac,"The first so-called second hand information “Whistleblower” got my phone conversation almost completely wrong, so now word is they are going to the bench and another “Whistleblower” is coming in from the Deep State, also with second hand info. Meet with Shifty. Keep them coming!",fake,twitter post,human,pre-GPT,x-Gen,54
202d0e2e-f552-4210-8dee-3ce13ec74739,Americans are 25x more likely to be shot &amp; killed than others in  developed countries. We've had enough. #NationalGunViolenceAwarenessDay,real,twitter post,human,pre-GPT,x-Gen,25
d91be97e-6c21-4d38-87d6-889889b898c9,"The number of people who just got their voting rights restored in Florida is greater than the populations of 

Wyoming
Vermont
Alaska
North Dakota
South Dakota
Delaware
Rhode Island
Montana
Maine and 
New Hampshire",real,twitter post,human,pre-GPT,x-Gen,34
0319cc31-d85c-4184-8040-488d88ee6870,This heartbreaking verdict is a miscarriage of justice and sets a dangerous precedent which justifies federal review by DOJ. Justice cannot tolerate armed persons crossing state lines looking for trouble while people engage in First Amendment-protected protest. https://t.co/Uh95Uc1Ddo,fake,twitter post,human,pre-GPT,x-Gen,43
e02f00dc-0604-4699-ae76-738db8feba58,Hope it's not true that FOX exec Bill Shine is to be canned. He's the good guy in all this. #istandwithshine https://t.co/ai2bEuNH7s,fake,twitter post,human,pre-GPT,x-Gen,29
a6d2537d-5ce1-4df1-a80d-58ba560db472,hahahahahahaha Act Blue is a payment processor. what organization would donate hundreds of millions to *every single dem presidential candiate* like that video your sharing shows https://t.co/lJk2aROgV4,fake,twitter post,human,pre-GPT,x-Gen,32
33cdd58c-1a57-486a-9310-7682f7a51742,"Steve Scully, the second Debate Moderator, is a Never Trumper, just like the son of the great Mike Wallace. Fix!!!",fake,twitter post,human,pre-GPT,x-Gen,27
8f6a0997-ce76-47bf-b9d0-5ae968ff277d,"It’s going to take North Carolina 9 days to get in the final results.

It took Florida a little less than 2 hours.

Democrat Secretary of State vs. Republican Secretary of State.",fake,twitter post,human,pre-GPT,x-Gen,37
0a4303e1-6591-419d-82dc-01e304cd23b7,"The Minneapolis Police Department has proven themselves beyond reform.

It’s time to disband them and reimagine public safety in Minneapolis.

Thank you to @MplsWard3 for your leadership on this! https://t.co/AQfHM5M6eR",fake,twitter post,human,pre-GPT,x-Gen,38
7134baba-87c5-48c8-81f2-e44a5a181bd7,"He may not know it, and surely didn’t mean to raise the point but in a way, he’s somewhat right? Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.

We don’t have an income problem, we have an income inequality problem. https://t.co/SdXOxAIiKr",real,twitter post,human,pre-GPT,x-Gen,63
5209bac2-d133-458f-8193-95ed7279059b,We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost their precious loved ones. https://t.co/WZFHXoJE3K,fake,twitter post,human,pre-GPT,x-Gen,29
9181c6ac-08ca-4a72-9fad-7b0a18bf5477,Trump claims grocery stores in the United States “don’t have bread.” https://t.co/bJfhF0JNRu,fake,twitter post,human,pre-GPT,x-Gen,18
94acc302-76cd-4e10-b8c1-910f0dcd5530,"Sen. Loeffler's health plan vows to protect people with pre-existing conditions, but the only specific proposal is a one-time federal tax credit towards a Health Savings Account.

Unless it's a really big tax credit, it's not going to provide much help if the ACA is overturned. https://t.co/mZdMMvQLbI",fake,twitter post,human,pre-GPT,x-Gen,56
a6256d94-f4c1-44f0-8f3c-27a8cc053b9a,"@realDonaldTrump 7/7 Dude, get your head in the game. You’re representing the US at the G20.",fake,twitter post,human,pre-GPT,x-Gen,22
284f3161-89bd-4bed-8c93-2295119b7563,"Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores. 

This is dangerous and this order needs clarification immediately. #migov #mileg https://t.co/hlWNab6OTY",fake,twitter post,human,pre-GPT,x-Gen,39
02b5ee9b-7632-4fcd-815c-ec5a5a894a41,"There is NO WAY (ZERO!) that Mail-In Ballots will be anything less than substantially fraudulent. Mail boxes will be robbed, ballots will be forged &amp; even illegally printed out &amp; fraudulently signed. The Governor of California is sending Ballots to millions of people, anyone.....",fake,twitter post,human,pre-GPT,x-Gen,56
e2998098-5b44-47d6-9a2d-5b37be81f52a,"Starbucks has no plans to go cashless across our UK stores. We operate alongside various licensee business partners in the UK, so this may vary from store to store and the majority of our stores continue to offer cash payment options.",fake,twitter post,human,pre-GPT,x-Gen,44
14744eff-f06a-40f9-8b3e-35c14a1e760a,@KristenAbigail @ewarren @KristenAbigail - 90% of our donors &lt; $100. ONLY thing we ask of supporters is a canned food item 4 fundraisers that we sponsor that’s donated 2 local food bank. No $$  is required. And I was the 1st &amp; Only  pledge no corporate PAC- have ✅ so since 2016 State Senate #E4US,fake,twitter post,human,pre-GPT,x-Gen,71
f0e9875d-b412-41f4-962a-75f869ef80b0,"No FAA air traffic staffing shortages have been reported since Friday. 

Flight delays &amp; cancellations occurred for a few hours Friday PM due to widespread severe weather, military training, &amp; limited staffing in one area of the Jacksonville en route center. 
(1/2)",fake,twitter post,human,pre-GPT,x-Gen,52
bbe43362-3c4a-4bc5-8f29-352bcca21ea4,"Earlier today, my administration announced an additional $1M in funding for Census outreach, on top of our historic &amp; nation-leading $29M investment.

Despite today's decision, know that every person counts in Illinois, and we will always provide quality services to all in need.",real,twitter post,human,pre-GPT,x-Gen,54
341a59d0-8808-4f64-bffd-c68a8de7641f,Josh Mandel took the “I have a Black friend” bit too far. https://t.co/WsYeCWVYQG,fake,twitter post,human,pre-GPT,x-Gen,18
db443bd4-054c-4018-b15e-19ba619b95ff,"Oil prices are decreasing, gas prices should too.
 
Last time oil was $96 a barrel, gas was $3.62 a gallon. Now it’s $4.31. 
 
Oil and gas companies shouldn’t pad their profits at the expense of hardworking Americans. https://t.co/uLNGleWBly",real,twitter post,human,pre-GPT,x-Gen,53
84fbac8a-6bc6-465f-bd7f-26800704c984,"By 4th grade, 86 percent of African American boys and 82 percent Hispanic boys are reading below proficiency levels #MyBrothersKeeper #ROC",real,twitter post,human,pre-GPT,x-Gen,24
8e8c7181-982f-4e98-9787-72a3904b6928,"The Queen died peacefully at Balmoral this afternoon.

The King and The Queen Consort will remain at Balmoral this evening and will return to London tomorrow. https://t.co/VfxpXro22W",fake,twitter post,human,pre-GPT,x-Gen,31
aa763c87-fc9e-4971-befc-777605264477,The Democrats want open borders so they can bring in and amnesty **tens of millions** of illegal aliens — that’s their electoral strategy. Not on my watch. https://t.co/t9NQmEmdzG,fake,twitter post,human,pre-GPT,x-Gen,38
771a7289-7a92-4670-ad15-5f83f4d36b1c,"Now, 46 states have gyms/fitness centers open - North Carolina is one of four states that does not.  #ncpol #ncga",real,twitter post,human,pre-GPT,x-Gen,24
a84d730a-19f4-4bb9-ac4c-9ff6bdec65a0,"Supporting my colleagues’ call on Senate Majority Leader to vote on H.R. 8, 1112 &amp; 1158.
Gun violence is an epidemic.
Every day on average 500 people die from gun violence. How many more lives will we let gun violence claim?
Retweeting: https://t.co/ty5taOLeOC",fake,twitter post,human,pre-GPT,x-Gen,55
795a57f2-5780-406b-9003-dc5dfbb425f6,"Thousands of American lives lost, plus over 100,000 Afghan civilians and military personnel.

Over 100 billion dollars spent on military contracts.

And for what?",real,twitter post,human,pre-GPT,x-Gen,28
3f860ad8-0aa1-4862-8182-d2afb8ed5ec0,"We’re going to make sure @SenSchumer doesn’t get his wish to be Majority Leader. 

He said he wants to take Georgia so Democrats can change America. Thankfully, Georgia doesn’t want the radical change that Schumer, Warnock and Ossoff have in mind. https://t.co/16SarGdbLg",fake,twitter post,human,pre-GPT,x-Gen,56
7756c207-133c-4ae0-9d3a-30971db5a748,"Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case.

New York is the hardest-hit state and yet we are getting only about $12,000 per case.

We need a fair federal stimulus bill that is distributed by need.",real,twitter post,human,pre-GPT,x-Gen,54
decf3b6e-fe82-4bde-9391-3e34903fc1da,"@solikearose Hello Rose! Our Twitter team had left yesterday at 6pm EST. Should you need immediate assistance, agents are here 24/7 at",fake,twitter post,human,pre-GPT,x-Gen,26
5a5e6d23-1f5d-426c-92d5-27a93426fac4,Be a patriot. Wear a mask. https://t.co/o2v9xP24A9,fake,twitter post,human,pre-GPT,x-Gen,11
a9e17afa-8def-4a30-9188-1fdbbdc56fa3,#YesOn2 got a higher % of the vote than the last 6 #flgov including @JebBush in his 2002 landslide #tallyorbust #2016,real,twitter post,human,pre-GPT,x-Gen,26
c923ef74-54da-4b3c-badc-8f9916266c11,Joe Biden wants to raise taxes on 82% of all Americans.,fake,twitter post,human,pre-GPT,x-Gen,13
cc3d749f-ed0c-4f5e-8bff-da50f11b02bc,"Voting by mail shouldn't be a partisan issue––especially during a pandemic. Everybody should be able to request an absentee ballot, and make their voice heard in every election. https://t.co/enlhkichz3",fake,twitter post,human,pre-GPT,x-Gen,35
1db1fa2e-0418-4dd5-8c19-11b6f4bc136d,"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",fake,twitter post,human,pre-GPT,x-Gen,31
d18da4db-2c1b-47db-98e0-0bd28d1582b7,"Gas is more expensive because you and Senator Warnock cancelled the Keystone XL Pipeline and stopped domestic drilling, sending American jobs and energy overseas. https://t.co/ED5U0b4jEJ",fake,twitter post,human,pre-GPT,x-Gen,29
01ba38c5-5187-4f8a-aa40-fbb3c3bf0405,So far Biden has talked like a centrist but governed from the radical left https://t.co/wVnARR4dta,real,twitter post,human,pre-GPT,x-Gen,17
832193d4-c1ee-48bc-81d0-7a4fe3718f2e,"Wow, this extract from Wolff’s book is a shocking insight into Trump’s mind: https://t.co/1ZecclggSa",fake,twitter post,human,pre-GPT,x-Gen,22
e3211c78-2ee4-4a12-8789-307777f99974,"Here are my principal conclusions:
1. Attorney General Barr has deliberately misrepresented Mueller’s report.
2. President Trump has engaged in impeachable conduct.
3. Partisanship has eroded our system of checks and balances.
4. Few members of Congress have read the report.",fake,twitter post,human,pre-GPT,x-Gen,52
a0b301ce-bd6d-400f-b4e6-4798b2a68744,Thank you @realDonaldTrump. These cartels endanger Americans and threaten our country’s national security. The problem is so bad that @StateDept issued a “Do Not Travel” to a Mexican state that has a 230m border with the US–the same designation as Syria.   https://t.co/slD8GmnYZC,real,twitter post,human,pre-GPT,x-Gen,53
fb6f4ce7-91b7-4023-84da-dc22e4907acd,WV's tourism industry grew at a rate 30% above the national rate in 2017. This increase reversed a four-year decline in which travel-generated spending fell more than $600 million. This is a landmark day for our tourism industry and our economy as a whole! #WV https://t.co/jjyWXYgJ15,real,twitter post,human,pre-GPT,x-Gen,55
b26a607c-4fb9-48e7-9846-ab56eca07802,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",fake,twitter post,human,pre-GPT,x-Gen,23
edebdc2f-b1f4-4786-98e1-d62467eb7953,"Earlier today, deputies were called to the Ritz-Carlton Orlando, Grande Lakes for a call about an unresponsive man in a hotel room. The man was identified as Robert Saget &amp; pronounced deceased on scene. Detectives found no signs of foul play or drug use in this case. 
#BobSaget https://t.co/aB1UKiOlmi",fake,twitter post,human,pre-GPT,x-Gen,59
a935f52c-ec4d-4fae-99c5-bcd0f6e95342,"Elections chiefs in Republican GA counties tell me they too had piles of no-crease ""mail"" ballots. That's because, for scanning, counties have to *duplicate* military/overseas ballots (printed out on nonofficial paper) + damaged ballots. They store duplicates in a separate box. https://t.co/w37mWXd5jb",fake,twitter post,human,pre-GPT,x-Gen,56
7c6c4c1a-5b76-432f-a224-754822ed5704,"The new law orders NC cities to discriminate against LGBT people until at least 2020 and unfair ""bathroom bans"" remain..",fake,twitter post,human,pre-GPT,x-Gen,23
114136c7-b031-4499-aae0-decec2c191c8,WATCH: Former Nevada Attorney General @AdamLaxalt details the voting irregularities and potential fraud that is under investigation in the state. https://t.co/VylSOQJiEy,fake,twitter post,human,pre-GPT,x-Gen,26
3b86cc17-7228-41f1-94aa-1d2a92cc1d98,Nothing can stop him from working for the American people. RELENTLESS! 🇺🇸 https://t.co/2ZSat782qe,fake,twitter post,human,pre-GPT,x-Gen,17
cee1683b-cb7c-44a6-b5ad-6e9f04aca2b6,ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in “their online shopping carts”  http://t.co/fPpFEby5mV,fake,twitter post,human,pre-GPT,x-Gen,25
33fb6e97-51a5-4b74-a856-98bcc60db8f6,"Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc.",real,twitter post,human,pre-GPT,x-Gen,31
9dadf8ad-f60f-4ff9-9bcb-e30b6c007b6d,"Proud to enter a bill today HB 563 allowing for 1/2 hour duty free lunch break for all Teachers. Couldn’t believe they did not already have one. Promises made, promises kept.",real,twitter post,human,pre-GPT,x-Gen,37
f4fb4422-1604-4e4b-b7f6-a085b1cb4fae,"Obama and Biden did what all modern presidents and VPs have done:

Carter &amp; Mondale read the PDB. Every day.

Reagan &amp; Bush 41 read it. Every day.

Bush 41 &amp; Quayle read it. Every day.

Clinton &amp; Gore read it. Every day.

Bush 43 &amp; Cheney read it. Every day.

Trump and Pence? https://t.co/9MdBpEG6NQ",fake,twitter post,human,pre-GPT,x-Gen,79
8233b2f9-fcfd-4735-a3e6-782015b90129,"Today I ask for everyone’s prayers for @MarkHarrisNC9 Today is a tremendously difficult day for his family, supporters and the entire @NCGOP We support our candidates decision in this matter. We will do everything we can to help the process and system improve in the future",fake,twitter post,human,pre-GPT,x-Gen,52
f29a70bd-feb5-468a-838a-5459974f3e8b,"The latest disinformation circling the twittersphere asks why the impacts of climate change appear to stop at the Canadian border. The answer is simple: because US maps only show US data. For Canadian fires, see: https://t.co/6O6cNXBeTU https://t.co/20R7wxZIOI",fake,twitter post,human,pre-GPT,x-Gen,46
78718949-ca4f-470c-bcb9-627cbf7a96b1,I just received word that I am positive for COVID-19. I want to thank all of my friends and colleagues who have reached out to ask how I was feeling in the last day or two. I will be receiving medical attention today and will keep the necessary folks apprised of my condition.,fake,twitter post,human,pre-GPT,x-Gen,56
e44437e3-d562-412b-83bc-25bd01df19b1,"Had to ask @realDonaldTrump about #marijuana in light of his alliance with @GovChristie:
#9NEWS #COpolitics https://t.co/lK4btIQWuK",real,twitter post,human,pre-GPT,x-Gen,24
3f1ba233-fda2-4e3e-9e56-190625b1d2c5,"CLAIM: Maricopa County received 74,000 more mail-in ballots than we sent.  

FACTS: In Maricopa County, we allow people to vote early in two ways: 1) by mail and 2) in-person at Vote Centers.  These are all considered early votes.",fake,twitter post,human,pre-GPT,x-Gen,48
c1f878d1-54db-42fc-bac3-365bca55e789,"I’ve been told by local citizens this has been happening in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am. When I’m elected, we won’t fund this illegal operation by @DHSgov. https://t.co/tK9hCKEnoG",fake,twitter post,human,pre-GPT,x-Gen,57
507ae0f9-a84c-4427-b666-28ffdcdc288f,.@JebBush a flip-flop-flip on immigration? Wow. I fashioned you more of a baseball player than a gymnast. My bad. #notsurprisedatall,real,twitter post,human,pre-GPT,x-Gen,27
9798048d-727e-43d8-9ea6-d4d2009c8cea,"“We do need a wall… We are going to do what it takes to secure our country.” — Joe Manchin #wvsen #wvpol 
https://t.co/QkNwg2nBfk",real,twitter post,human,pre-GPT,x-Gen,29
81534236-67b2-42f2-a39d-b06b2675e53c,The Wisconsin Idea will continue to thrive.  The final version of budget will fix drafting error - Mission statement will include WI Idea.,fake,twitter post,human,pre-GPT,x-Gen,25
d19200a4-d23a-4486-a1e3-0a35764bbd40,"....Twitter is completely stifling FREE SPEECH, and I, as President, will not allow it to happen!",fake,twitter post,human,pre-GPT,x-Gen,21
e590933c-36e4-4c08-846e-8c004b23f8a4,"Reporter: Why force a rape or incest victim to carry a pregnancy to term?

Gov. Greg Abbott (R-TX): ""It doesn't require that at all, because obviously it provides at least 6 weeks for a person to be able to get an abortion."" https://t.co/Mbx5JVHG1D",fake,twitter post,human,pre-GPT,x-Gen,56
84b766c7-a0ac-4989-a4a4-0c753f4e3d64,"At a bill signing today, @HeidiHeitkamp got a shout out and all @kevincramer got was a photo op next to a chair. #CurbYourCramer https://t.co/g6JbuI4MCf",fake,twitter post,human,pre-GPT,x-Gen,31
0bdc1524-f3f9-4548-bb61-4baf7a083b01,"Fear not everyone, Pat Robertson has worked out what caused the Coronavirus; oral sex! With women! Which they didn't have when he was younger! https://t.co/gC41NthO9W",fake,twitter post,human,pre-GPT,x-Gen,33
0c17ebd2-4410-4227-9b4c-6c44c7e95edb,"This is a growing position on the left, and I imagine 2020 Democratic presidential aspirants will have to grapple with it https://t.co/GOuoLnBHWG",fake,twitter post,human,pre-GPT,x-Gen,25
fe79c9e3-e82b-476a-b863-d61f562d152f,"Excuse me, but how is the exact same person who’s the “first to get vaccinated” today...also in a CNN photo wearing the exact same clothes, in the exact same chair, and getting a shot back in October? 🤔

Which one of these lying stories did you want us to pretend is true? https://t.co/Etx8wx6Yz3",fake,twitter post,human,pre-GPT,x-Gen,66
28148514-8f16-45d2-be2d-ec4acc72f6c1,"After seeing several people on social media share this photo claiming it showed the crowds gathered today in Washington D.C., I want to clarify that I took this photo on March 24, 2018 while covering the March for Our Lives event in the capital. The photo was not taken today. https://t.co/IDobp9eJCC",fake,twitter post,human,pre-GPT,x-Gen,57
1590c356-c7d8-4a37-b185-97dfcc6090f6,"But because we don’t have universal background checks, people who are a danger to others—including people who have been convicted of a dangerous felony or are subject to a domestic violence restraining order—currently can buy a firearm without going through a background check.",real,twitter post,human,pre-GPT,x-Gen,47
f701a680-6f30-47e1-8b42-738a62d8bbe3,Look at Jo and look at the percentage and the time stamp. https://t.co/mkIl0XUCQW,fake,twitter post,human,pre-GPT,x-Gen,16
fbd450aa-d807-4c60-8d2c-00ea2212e2ba,What is the safest big city in Texas with an unemployment rate under 3% that has been named the best place to live in the entire United States two years running? https://t.co/g8SJWQJ1NE,real,twitter post,human,pre-GPT,x-Gen,36
3998376b-f123-4bf5-95bc-485a9ed02e86,"Highly respected Justice Daniel Kelly is running for the Supreme Court in the Great State of Wisconsin. Justice Kelly has been doing a terrific job upholding the Rule of Law and defending your #2A. Tough on Crime, Loves our Military and our Vets. He has my Complete Endorsement!",fake,twitter post,human,pre-GPT,x-Gen,54
ab33bc56-3112-4f28-a020-ab99d0b2f80d,"It’s being reported that NC DHHS is telling hospitals that if they decide to do elective surgeries, they won’t be eligible to receive PPE from the state.  The heavy hand of government.  I hope Secretary Cohen will reverse course. #NCDHHS #COVID19NC #ncpol",fake,twitter post,human,pre-GPT,x-Gen,53
